alabi10@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01675593606.html
alabi11@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01675593825.html
alabi12@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01675595452.html
alabi13@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01675604955.html
alabi14@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01675689552.html
alabi10@yahoo.com,"Password Reset Token",http://localhost/kallista/inbox/box/01676989515.html
alabi10@yahoo.com,"Password Change",http://localhost/kallista/inbox/box/01676990025.html
alabi10@yahoo.com,"Password Reset Token",http://localhost/kallista/inbox/box/01676990134.html
alabi10@yahoo.com,"Password Change",http://localhost/kallista/inbox/box/01676990166.html
alabi99@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01677230641.html
alabi99@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01677230789.html
alabi99@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01677231588.html
alabi99@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01677231748.html
alabi99@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01677232667.html
alabi99@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01677235004.html
alabi99@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01677236662.html
alabi99@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01677237204.html
alabi99@yahoo.com,"Account Creation",http://localhost/kallista/inbox/box/01677309566.html
deletename@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/01681334783.html
'deletename2@gmail.com',"Account Creation",http://localhost/kallista/inbox/box/01681393938.html
'deletename3@gmail.com',"Account Creation",http://localhost/kallista/inbox/box/11681393938.html
deletename1@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/01681450172.html
deletename1@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/01681571635.html
deletename2@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/11681571635.html
deletename3@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/21681571636.html
deletename4@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/31681571636.html
deletename5@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/41681571636.html
deletename6@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/51681571636.html
deletename7@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/61681571636.html
deletename8@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/71681571636.html
deletename9@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/81681571636.html
deletename10@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/91681571636.html
deletename11@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/101681571637.html
deletename12@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/111681571637.html
deletename13@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/121681571637.html
deletename14@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/131681571637.html
deletename15@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/141681571637.html
deletename16@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/151681571637.html
deletename17@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/161681571637.html
deletename18@gmail.com,"Account Creation",http://localhost/kallista/inbox/box/171681571637.html
deletename2@gmail.com,"May Test Payment",http://localhost/kallista/inbox/box/01683658381.html
deletename3@gmail.com,"May Test Payment",http://localhost/kallista/inbox/box/11683658381.html
deletename4@gmail.com,"May Test Payment",http://localhost/kallista/inbox/box/21683658381.html
deletename5@gmail.com,"May Test Payment",http://localhost/kallista/inbox/box/31683658381.html
deletename9@gmail.com,"May Test Payment",http://localhost/kallista/inbox/box/41683658381.html
deletename14@gmail.com,"May Test Payment",http://localhost/kallista/inbox/box/51683658382.html
deletename2@gmail.com,"May Test II Payment",http://localhost/kallista/inbox/box/01685304788.html
deletename2@gmail.com,"May Test II Payment",http://localhost/kallista/inbox/box/01685305561.html
deletename3@gmail.com,"May Test II Payment",http://localhost/kallista/inbox/box/11685305561.html
deletename4@gmail.com,"May Test II Payment",http://localhost/kallista/inbox/box/21685305561.html
deletename5@gmail.com,"May Test II Payment",http://localhost/kallista/inbox/box/31685305562.html
deletename9@gmail.com,"May Test II Payment",http://localhost/kallista/inbox/box/41685305562.html
deletename14@gmail.com,"May Test II Payment",http://localhost/kallista/inbox/box/51685305562.html
deletename2@gmail.com,"May Test III Payment",http://localhost/kallista/inbox/box/01685305743.html
deletename3@gmail.com,"May Test III Payment",http://localhost/kallista/inbox/box/11685305744.html
deletename4@gmail.com,"May Test III Payment",http://localhost/kallista/inbox/box/21685305744.html
deletename5@gmail.com,"May Test III Payment",http://localhost/kallista/inbox/box/31685305745.html
deletename9@gmail.com,"May Test III Payment",http://localhost/kallista/inbox/box/41685305745.html
deletename14@gmail.com,"May Test III Payment",http://localhost/kallista/inbox/box/51685305746.html
deletename@gmail.com,"May Test IVPayment",http://localhost/kallista/inbox/box/01685305852.html
deletename6@gmail.com,"May Test V Payment",http://localhost/kallista/inbox/box/01685306006.html
deletename8@gmail.com,"May Test V Payment",http://localhost/kallista/inbox/box/11685306006.html
deletename13@gmail.com,"May Test V Payment",http://localhost/kallista/inbox/box/21685306006.html
deletename18@gmail.com,"May Test V Payment",http://localhost/kallista/inbox/box/31685306007.html
shetidatoko@kallista.com,"Account Creation",http://localhost/kallista/inbox/box/01685349051.html
bidenolusegun@kallista.com,"Account Creation",http://localhost/kallista/inbox/box/11685349051.html
